"ProductID","ProductName","Company","Model","Device_Type","Device_Classification","Supply","PowerRating","PerfID","Tracibility_ID","Remarks","ActiveStatus","CreatedDate"
"6668","FINGER TIP PULSE OXIMETER","BEIJING CHOICE","CHOICE MED","NA","CLASS II","NA","NA","","","","True","8/18/2016 3:26:44 PM"
"6669","PULSE OXIMETER","NELLCOR PURITAN BENNET","N-560","TYPE BF","CLASS II","220-230 V","40 WATTS","","130,1130,","a	This report is applicable to the sample tested only. @ 
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @ 
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause 7.0 Accommodation and environmental Conditions sub
Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3
Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @
Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than 
1 volt. This shall be periodically checked and stray coupling minimized. @","True","8/18/2016 5:29:25 PM"
"6670","PULSE OXIMETER","NELLCOR PURITAN BENNET","N-550","TYPE BF","CLASS II","220-230 V","40 WATTS","","130,1130,","a	This report is applicable to the sample tested only. @ 
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @ 
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause 7.0 Accommodation and environmental Conditions sub
Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3
Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @
Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than 
1 volt. This shall be periodically checked and stray coupling minimized. @","True","8/18/2016 5:38:43 PM"
"6671","NEPHLOMETER","BD","PHOENIX SPEC","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","8/19/2016 11:07:26 AM"
"6672","PORTABLE VENTILATOR","PHILIPS","TRIOLOGY 202","TYPE BF","NA","NA","NA","","","","True","8/19/2016 12:54:58 PM"
"6673","SUCTION APPARATUS","3A HEALTH CARE","NA","NA","NA","NA","NA","","122,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","8/19/2016 1:15:53 PM"
"6674","LAMINAR AIR FLOW","BESTON","BLV-03 SS","NA","NA","220-230 V","NA","","","","True","8/19/2016 1:55:17 PM"
"6675","ANAESTHESIA MACHINE(BOYLES APPARATUS)","DATEX OHMEDA","MK 111","NA","NA","NA","NA","","131,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","8/19/2016 2:13:07 PM"
"6676","MICROSCOPE","LABOMED","LEICA ATC 2000","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","8/19/2016 4:03:59 PM"
"6677","FINGER TIP PULSE OXIMETER","CHOICE MED","MD30053","NA","CLASS II","NA","NA","","","","True","8/19/2016 4:30:48 PM"
"6678","","CHOICE MED","MD300C53","NA","CLASS II","NA","NA","","","","True","8/19/2016 4:31:10 PM"
"6679","","CHOICE MED","MD300C53","NA","CLASS II","NA","NA","","","","True","8/19/2016 4:31:41 PM"
"6680","FINGER TIP PULSE OXIMETER","CHOICE MED","MD300C53","NA","CLASS II","NA","NA","","","","True","8/19/2016 4:32:09 PM"
"6681","SEALING MACHINE","SEPACK","CS 3H PID","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","8/19/2016 4:47:34 PM"
"6682","SEALING MACHINE","SEVANA","CSI 3HV-PID","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","8/19/2016 4:57:39 PM"
"6683","ULTRASOUND THERAPY","TECHNOMED ELECTRONICS","4-15","NA","NA","NA","NA","","","","True","8/19/2016 5:02:30 PM"
"6684","MOIST HEAT MACHINE","RATNA ENTERPRICES","NA","NA","NA","220-230 V","NA","","","","True","8/19/2016 5:14:36 PM"
"6685","MUSCLE STIMULATOR","TECHNOMED ELECTRONICS","4-15","NA","NA","220-230V","NA","","","","True","8/19/2016 5:34:33 PM"
"6686","ELECTROTHERAPY SYSTEM","NA","2778 INTELECT MOBILECOMBO","NA","NA","220-230 V","NA","","","","True","8/19/2016 5:55:52 PM"
"6687","BABY WARMER","ZEAL MEDICAL","RHW1000B SERIES","TYPE BF","NA","220-230 V","NA","","118,130,1137,129,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @","True","8/19/2016 6:14:55 PM"
"6688","BABY WARMER","ZEAL MEDICAL","CRADLE SS MODEL","TYPE BF","NA","220-230 V","NA","","118,130,1137,129,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @","True","8/19/2016 6:18:37 PM"
"6689","PHOTO THERAPY","ZEAL","LED","NA","NA","220-230 V","NA","","","","True","8/20/2016 10:55:17 AM"
"6690","TOURNIQUET","MEKTRONIC ENGG.CO","308","NA","NA","220-230V","NA","","","","True","8/20/2016 12:49:46 PM"
"6691","FINGER TIP PULSE OXIMETER","CONTEC","CMS50B","TYPE BF","CLASS II","NA","NA","","","","True","8/20/2016 2:41:10 PM"
"6692","AIRVO","FISHER&PAYKEL","AIRVO 2","NA","NA","NA","NA","","","","True","8/20/2016 2:48:46 PM"
"6693","ULTRASOUND MACHINE","PHILIPS","EPIQ 7C","NA","NA","220-230 V","NA","","","","True","8/20/2016 4:22:03 PM"
"6694","ULTRASOUND MACHINE","GE","VIVID 7 DIMENSION","NA","NA","220-230 V","NA","","","","True","8/20/2016 4:28:44 PM"
"6695","FINGER TIP PULSE OXIMETER","MEDICARE EQUIPMENT CORPORATION","VER 1.032","TYPE BF","CLASS II","NA","NA","","","","True","8/20/2016 4:31:09 PM"
"6696","SURGICAL DIATHERMY","ERBE","VIO 300","NA","NA","220-230V","NA","","","","True","8/20/2016 4:33:04 PM"
"6697","ULTRASOUND MACHINE","GE","LOGIQ P6 PRO","NA","NA","220-230 V","NA","","","","True","8/20/2016 5:08:29 PM"
"6698","ULTRASOUND MACHINE","GE","LOGIQ E 9","NA","NA","220-230 V","NA","","","","True","8/20/2016 5:33:03 PM"
"6699","FINGER TIP PULSE OXIMETER","CONTEC","MD300C2","TYPE BF","CLASS II","NA","NA","","","","True","8/20/2016 5:38:45 PM"
"6700","PHOTO THERAPY","MEDICARE EQUIPMENT CORPORATION","NA","NA","NA","220-230V","NA","","","","True","8/20/2016 5:41:32 PM"
"6701","OT LIGHT","PALAKKAD SURGICALS","NA","NA","NA","220-230 V","NA","","","","True","8/20/2016 6:10:37 PM"
"6702","ULTRASOUND MACHINE","SONOSITE","SONOSITE S-NERVE","NA","NA","220-230 V","NA","","","","True","8/20/2016 6:28:56 PM"
"6703","DEEP FREEZER","THERMO SCIENTIFIC","THERMO IEC","NA","NA","220-230 V","400 WATTS","","130,1137,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","8/20/2016 6:44:09 PM"
"6704","BLOOD BANK REFRIGERATOR","REMI","BR 70SSR","NA","NA","220-230 V","NA","","130,1137,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Periodically verify/maintain the temperature of the DUT within temperature range / Specified limit using the @calibrated digital thermometer of accuracy of 0.1 ºC reading as reference and adjust the temperature settings to @the required temperature. @ 
","True","8/20/2016 7:01:24 PM"
"6705","CENTRIFUGE","REMI","KBM-70 PLUS","NA","NA","220-230 V","NA","","1133,130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @","True","8/22/2016 10:26:22 AM"
"6706","PLASMA EXPRESSOR","TERUMO PENPOL","SAE 500","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","8/22/2016 10:35:48 AM"
"6707","LASER","BIOLITEC INDIA PVT LTD","1470NM ELVes","NA","NA","220-230 V","NA","","","","True","8/22/2016 10:57:40 AM"
"6708","MICROSCOPE","OLYMPUS","MAGNUS MLX- DX","NA","NA","220-230","40 WATTS","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","8/22/2016 11:27:21 AM"
"6709","ROTARY SHAKER","REMI","RS12R8","TYPE B","CLASS III","220-230","40 WATTS","","","","True","8/22/2016 11:31:23 AM"
"6710","ULTRASOUND MACHINE","SONOSITE","TITAN","NA","NA","220-230 V","NA","","","","True","8/22/2016 11:32:31 AM"
"6711","WATER BATH","BESTON","BSWS2/1500W","NA","NA","220-230","NA","","","","True","8/22/2016 11:40:33 AM"
"6712","ULTRASONIC WASHER","MEDICARE EQUIPMENT CORPORATION","NA","NA","NA","220-203 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @","True","8/22/2016 11:41:15 AM"
"6713","OT LIGHT","DR MACH","MACH 130F 10000014","NA","NA","220-230 V","NA","","","","True","8/22/2016 12:03:49 PM"
"6714","COLORIMETER","INVITRO BIOTECH LTD","CE-5","NA","NA","220-230 V","NA","","","","True","8/22/2016 12:19:58 PM"
"6715","IABP MACHINE","ARROW","AUTOCAT 3","TYPE  CF/BF","CLASS IIb","220-230","NA","","","","True","8/22/2016 12:21:27 PM"
"6716","PHOTO THERAPY","ZEAL MEDICAL","6 TUBE(2 white+4blue)","NA","NA","220-230V","NA","","","","True","8/22/2016 12:30:26 PM"
"6717","URINE ANALYSER","SIEMENS","CLINITEK STATUS","NA","NA","220-230V","NA","","","","True","8/22/2016 12:41:24 PM"
"6718","PHOTO THERAPY","ZEAL MEDICAL","LED","NA","NA","220-230V","NA","","","","True","8/22/2016 12:47:33 PM"
"6719","HOT AIR OVEN","KEMI","O4-3","TYPE B","CLASS III","220-230 V","NA","","","","True","8/22/2016 12:55:17 PM"
"6720","INCUBATOR","KEMI","O4-3","NA","NA","220-230","NA","","130,1137,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","8/22/2016 12:58:32 PM"
"6721","HAEMO MIXER","MEDICARE EQUIPMENT CORPORATION","NA","NA","NA","220-230 V","NA","","","","True","8/22/2016 2:29:49 PM"
"6722","TURBIDIMETER","TULIP DIAGNOSTICS","QUANTIAMATE","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7  below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause  Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@

","True","8/22/2016 2:53:01 PM"
"6723","NEPHLOMETER","AGAPPE DIAGNOSITCS LTD","MISPA - i2","NA","NA","220-230 V","NA","","","","True","8/22/2016 3:00:10 PM"
"6724","ULTRASOUND MACHINE","GE","VOLUSON 730PRO(GS)","NA","NA","220-230 V","NA","","","","True","8/22/2016 3:15:55 PM"
"6725","HOT AIR OVEN","LABLINE","HOS-2","NA","NA","220-230V","NA","","","","True","8/22/2016 3:25:12 PM"
"6726","CENTRIFUGE","REMI","R-23","TYPE B","CLASS III","220-230","200 WATTS","","1133,130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @","True","8/22/2016 3:29:50 PM"
"6727","BIO SAFETY CABINET","GENESYS INDIA","GBS-2B2","NA","NA","220-230 V","NA","","","","True","8/22/2016 3:40:49 PM"
"6728","STERILIZER-GAS","MEDICARE","MEDIQUIP","NA","NA","220-230 V","NA","5,44,45,","119,130,1137,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Periodically verify/maintain the temperature of the DUT within temperature range / Specified limit using the @calibrated digital thermometer of accuracy of 0.1 ºC reading as reference and adjust the temperature settings to @the required temperature. @ 
","True","8/22/2016 5:02:33 PM"
"6729","STERILIZER HIGH SPEED","MEDICARE","MEDIQUP","NA","NA","220-230 V","NA","14,16,","119,130,1137,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Periodically verify/maintain the temperature of the DUT within temperature range / Specified limit using the @calibrated digital thermometer of accuracy of 0.1 ºC reading as reference and adjust the temperature settings to @the required temperature. @ 
","True","8/22/2016 5:14:29 PM"
"6730","STERILIZER-GAS","MEDICARE MEDICARE EQUIPMENT CORPORATION","230V,1000WATTS","NA","NA","220-230 V","NA","","","","True","8/22/2016 5:52:03 PM"
"6731","STERILISER","MEDICARE EQUIPMENT CORPORATION","900X900X1200MM","NA","NA","220-230V","NA","","","","True","8/22/2016 6:13:51 PM"
"6732","FLASH STERILISER","MEDIQUIP","HORIZONTAL HIGH SPEED","NA","NA","NA","NA","","","","True","8/22/2016 6:18:37 PM"
"6733","STERILIZER HIGH SPEED","MEDIQUIP","HORIZONTAL HIGH SPEED","NA","NA","220-230 V","NA","","","","True","8/22/2016 6:31:35 PM"
"7705","VENTILATOR","SCHILLER","NEW MOVENT","TYPE BF","CLASS I","220-230 V","140 WATTS","","","","True","8/30/2016 10:51:42 AM"
"7706","SYRINGE PUMP","KORPAN","NA","BF","II","220-230","50  WATTS","","","","True","8/30/2016 1:39:23 PM"
"7707","MULTIPARAMONITOR","MEDIAD","M-1000","TYPE  CF/BF","CLASS II","220-230V","60 WATTS","","","","True","8/30/2016 1:46:22 PM"
"7708","ULTRASOUND MACHINE","HITACHI","EUB-405 PLUS","NA","NA","220-230 V","NA","","","","True","8/30/2016 1:51:39 PM"
"7709","MICROSCOPE","UNILAB","GE-48","NA","NA","220-230V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","8/30/2016 3:14:45 PM"
"7710","PHOTO THERAPY","PHOENIX","NA","NA","NA","220-230 V","NA","","","","True","8/30/2016 3:30:06 PM"
"7711","SYRINGE PUMP","KORPAN","KS 50","BF","II","220-230","50  WATTS","","","","True","8/30/2016 4:46:53 PM"
"7712","BABY WARMER","TRANSCARE","NA","TYPE BF","NA","220-230 V","NA","","","","True","8/31/2016 2:11:57 PM"
"7713","BABY WARMER","GE","LULLABY WARMER","NA","NA","220-230V","NA","","","","True","8/31/2016 2:58:08 PM"
"7714","INFUSION PUMP","SHENKE MEDICAL","SK 600 I","TYPE BF","CLASS II","220-230 V","40 WATTS","","","","True","8/31/2016 3:06:04 PM"
"7715","LIGHT SOURCE","ALPHA SCIENCE & IMMAGE","NA","NA","NA","220-230 V","NA","","","","True","8/31/2016 3:38:14 PM"
"7716","IABP MACHINE","DATASCOPE","SYSTEM 98","TYPE  CF/BF","CLASS II","220-230","NA","","","","True","8/31/2016 4:32:45 PM"
"7717","OT LIGHT","MAVIG","PORTEGRA 2","NA","NA","220-230 V","NA","","","","True","8/31/2016 4:34:50 PM"
"7718","DENTAL CHAIR","CROWDENT","NA","NA","NA","NA","NA","","","","True","9/1/2016 10:41:45 AM"
"7719","DENTAL X-RAY","BRIGHTEX","NA","TYPE BF","NA","220-230 V","NA","","","","True","9/1/2016 10:46:25 AM"
"7720","SLIT LAMP","HAAG-STERIET","NA","NA","NA","220-230 V","NA","","","","True","9/1/2016 10:50:16 AM"
"7721","EMG MACHINE","NIHON KOHDEN","NEURO PACK S1","NA","NA","220-230 V","NA","","","","True","9/1/2016 10:52:04 AM"
"7722","EEG MACHINE","NIHON KOHDEN","NA","NA","NA","220-230 V","NA","","","","True","9/1/2016 10:58:47 AM"
"7723","LAMINAR FLOW","BESTON","NA","NA","NA","220-230 V","NA","","","","True","9/1/2016 11:09:03 AM"
"7724","TUBE SEALER","ACE FINE PACK","FRB -7701","TYPE B","CLASS III","220-230 V","40 WATTS","","","","True","9/1/2016 12:27:09 PM"
"7725","SUCTION APPARATUS","GOLEY","LIFE CARE","NA","NA","NA","NA","","122,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","9/3/2016 2:17:00 PM"
"7726","ANAESTHESIA WORKSTATION","DRAGER","PRIMUS","NA","NA","220-230 V","NA","","","","True","9/3/2016 2:56:25 PM"
"7727","OT LIGHT","VIVID","NA","NA","NA","220-230","NA","","","","True","9/3/2016 3:44:21 PM"
"7728","HOT AIR OVEN","KEMI","KOS 5","NA","NA","NA","NA","","","","True","9/3/2016 4:01:36 PM"
"7729","MUFFLE FURNACE","KEMI","KUF 34 P","NA","NA","NA","NA","","","","True","9/3/2016 4:14:57 PM"
"7730","HOT AIR OVEN","KEMI","KOS 445","NA","NA","NA","NA","","","","True","9/3/2016 4:16:38 PM"
"7731","BOD INCUBATOR","KEMI","KB0 6A","NA","NA","220-230 V","NA","","","","True","9/3/2016 4:21:28 PM"
"7732","AUTOCLAVE","KEMI","KAUE-A1","NA","NA","220-230 V","NA","","","","True","9/3/2016 4:24:03 PM"
"7733","SPECTRO PHOTOMETER","SYSTRONICS","104","NA","NA","220-230V","NA","","","","True","9/3/2016 4:30:18 PM"
"7734","OT LIGHT","HERAEUS","HENALUX 2005","NA","NA","220-230 V","NA","","","","True","9/3/2016 6:36:31 PM"
"8725","LIGHT SOURCE","HIND MEDITRONICS","B250","NA","NA","220-230 V","NA","","","","True","9/5/2016 1:38:11 PM"
"8726","AUTOCLAVE","M.SHAH &CO","NA","NA","NA","220-230V","NA","","","","True","9/5/2016 1:42:04 PM"
"8727","LITHOTRIPSY","DIREX","TRIPPLER COMPACT","NA","NA","220-230 V","NA","","","","True","9/5/2016 2:33:37 PM"
"8728","ARTHROCOPY","STRYKER","CROSSFIRE","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","9/5/2016 2:42:25 PM"
"8729","ARTHROSCOPY PUMP","STRYKER","FLO CONTROL","NA","NA","220-230 V","NA","","","","True","9/5/2016 3:06:52 PM"
"8730","DEEP FREEZER","LABTOP","LBF 70","NA","NA","220-230V","NA","","130,1137,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7.2.11 below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause 7.2.11 Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","9/5/2016 3:11:46 PM"
"8731","ANAESTHESIA MACHINE(BOYLES APPARATUS)","DRAGER","FABIUS PLUS","TYPE BF","NA","220-230 V","NA","","","","True","9/5/2016 3:16:25 PM"
"8732","NEURO DRILL","AESCULIP","MICRO PEED","NA","NA","220-230","NA","","","","True","9/5/2016 3:41:26 PM"
"8733","PATIENT WARMER","PLANKET ROLL 2","CS2","NA","NA","220-230V","NA","","","","True","9/5/2016 3:44:50 PM"
"8734","DEBRIDER","MEDITRONIC","1PC","NA","NA","220-230 V","NA","","","","True","9/5/2016 3:53:47 PM"
"8735","TOURNIQUET","NA","NA","NA","NA","220-230 V","NA","","","","True","9/5/2016 4:16:53 PM"
"8736","DIE INJECTOR","LIEBEL","OPTIVANTAGE","NA","NA","220-230 V","NA","","","","True","9/5/2016 4:27:40 PM"
"8737","ULTRASOUND MACHINE","PHILIPS","EPIQ 7G","NA","NA","220-230 V","NA","","","","True","9/5/2016 4:29:24 PM"
"8738","ULTRASOUND MACHINE","TOSHIBA","SSA 660A","NA","NA","220-230 V","NA","","","","True","9/5/2016 4:36:48 PM"
"8739","BIOCHEMISTRY ANALYSER","ERBA","CHEM 7","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7  below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause  Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","9/12/2016 3:04:46 PM"
"8740","ELETROLYTE ANALYSER","GBLYTE","GB","NA","NA","220-230V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7  below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause  Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","9/12/2016 3:10:28 PM"
"8741","BIOCHEMISTRY ANALYSER","FUJI","DRI CHEM NX500I","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7  below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause  Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","9/12/2016 3:36:44 PM"
"8742","INCUBATOR","ADITYA","NA","NA","NA","220-230 V","NA","","130,1137,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","9/12/2016 3:42:59 PM"
"8743","MICROSCOPE","LABOMED","OPTICX","NA","NA","220-230","50 WATTS","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
","True","9/12/2016 4:05:48 PM"
"8744","HUMIDIFIER","FISHER & PAYKEL","MR 290","TYPE BF","NA","220-230 V","NA","","1137,129,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards. @
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Periodically verify/maintain the temperature of the DUT within temperature range / Specified limit using the @calibrated digital thermometer of accuracy of 0.1 ºC reading as reference and adjust the temperature settings to @the required temperature. @ 
","True","9/12/2016 4:45:45 PM"
"8745","HEMATOLOGY ANALYSER","SYSMAX","pocH-100i™","NA","NA","220-230 V","NA","","130,","a	This report is applicable to the sample tested only. @
b	The instruments used for testing are under valid calibration and are traceable to National Standards@
c	Various parameters of the DUT were verified and found to be within the specified limits. @
d	Deviation in the set values from the actual values are shown in the report. @
e	Refer NABL Doc no.121 Clause  7.0 Accommodation and environmental Conditions sub@
	Clause See 7  below in line with ISO/IEC17025:2005 Clause 5.3@
 Clause  Effective earthing shall be provided for mains in accordance with relevant specifications IS 3043. @Laboratories are required to maintain earth resistance to less than 1 ohm and earth to Neutral Voltage to less than @1 volt. This shall be periodically checked and stray coupling minimized.@
","True","9/16/2016 11:01:35 AM"
